"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"D95GDF2T","blogPost","2020","Wentworth, John","Toy Problem: Detective Story Alignment","AI Alignment Forum","","","","https://www.alignmentforum.org/posts/4kYkYSKSALH4JaQ99/toy-problem-detective-story-alignment","Suppose I train some simple unsupervised topic model (e.g. LDA) on a bunch of books. I look through the topics it learns, and find one corresponding to detective stories. The problem: I would like to use the identified detective-story cluster to generate detective stories from GPT. The hard part: I would like to do this in such a way that the precision of the notion of detective-stories used by the final system is not limited by the original simple model. Here’s what that means, visually. The space of real-world books has some clusters in it: One of those clusters is the detective-story cluster. The simple model approximates those clusters using something simple - for the sake of visualization, ellipses: The more complex model (e.g. GPT) presumably has a much more precise approximation of the shape of the clusters: So, we’d like to use the simple model to identify one of the clusters, but then still use the full power of the complex model to sample from that cluster. Of course, GPT may not contain a single variable corresponding to a cluster-id, which is largely what makes the problem interesting. GPT may not internally use a notion of “cluster” at all. However, the GPT model should still contain something (approximately) isomorphic to the original cluster, since that real pattern is still in the data/environment: since there is a real cluster of ""detective stories"" in the data/environment itself, the GPT model should also contain that cluster, to the extent that the GPT model matches the data/environment. In particular, the “precision not limited by original model” requirement rules out the obvious strategy of generating random samples from GPT and selecting those which the simple model labels as detective-stories. If we do that, then we’ll end up with some non-detective-stories in the output, because of shortcomings in the simple model’s notion of detective-stories. Visually, we’d be filtering based on the ellipse approximation of the cluster, which is exac","2020-10-13","2022-01-30 04:48:47","2022-01-30 04:48:47","2021-11-08 23:30:38","","","","","","","Toy Problem","","","","","","","","","","","","","","ZSCC: NoCitationData[s0]  ACC: N/A","","/Users/jacquesthibodeau/Zotero/storage/MWR5EK7V/toy-problem-detective-story-alignment.html","","UnsortedSafety","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TK5F29IU","journalArticle","2021","Hayden, Benjamin; Niv, Yael","The case against economic values in the orbitofrontal cortex (or anywhere else in the brain)","Behavioral Neuroscience","","","10.1037/bne0000448","https://osf.io/7hgup","Much of traditional neuroeconomics proceeds from the hypothesis that value is reified in the brain, that is, that there are neurons or brain regions whose responses serve the discrete purpose of encoding value. This hypothesis is supported by the finding that the activity of many neurons covaries with subjective value as estimated in specific tasks and has led to the idea that the primary function of the orbitofrontal cortex is to compute and signal economic value. Here we consider an alternative: that economic value, in the cardinal, common-currency sense, is not represented in the brain and used for choice by default. This idea is motivated by consideration of the economic concept of value, which places important epistemic constraints on our ability to identify its neural basis. It is also motivated by the behavioral economics literature, especially work on heuristics, which proposes value-free process models for much if not all of choice. Finally, it is buoyed by recent neural and behavioral findings regarding how animals and humans learn to choose between options. In light of our hypothesis, we critically reevaluate putative neural evidence for the representation of value and explore an alternative: direct learning of action policies. We delineate how this alternative can provide a robust account of behavior that concords with existing empirical data.","2021","2022-01-30 04:48:47","2022-01-30 04:48:47","2021-11-08 23:41:47","192-201","","2","135","","","","","","","","","","","","","","","DOI.org (Crossref)","","ZSCC: 0000026  DOI: 10.31234/osf.io/7hgup","","","","UnsortedSafety","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IF3G8A6B","blogPost","2020","Riedel, Jess; Deibel, Angelica","TAI Safety Bibliographic Database","AI Alignment Forum","","","","https://www.alignmentforum.org/posts/4DegbDJJiMX2b3EKm/tai-safety-bibliographic-database","Authors: Jess Riedel and Angelica Deibel Cross-posted to EA Forum In this post we present the first public version of our bibliographic database of research on the safety of transformative artificial intelligence (TAI). The primary motivations for assembling this database were to:  1. Aid potential donors in assessing organizations focusing on TAI safety by     collecting and analyzing their research output.  2. Assemble a comprehensive bibliographic database that can be used as a base     for future projects, such as a living review of the field. The database contains research works motivated by, and substantively informing, the challenge of ensuring the safety of TAI, including both technical and meta topics. This initial version of the database has attempted comprehensive coverage only for traditionally formatted research produced in 2016-2020 by organizations with a significant safety focus (~360 items). The database also has significant but non-comprehensive coverage (~570 items) of earlier years, less traditional formats (e.g., blog posts), and non-safety-focused organizations. Usefully, we also have citation counts for essentially all the items for which that is applicable. The core database takes the form of a Zotero library. Snapshots are also available as Google Sheet, CSV, and Zotero RDF. (Compact version for easier human reading: Google Sheet, CSV.) The rest of this post describes the composition of the database in more detail and presents some high-level quantitative analysis of the contents. In particular, our analysis includes:  * Lists of the most cited TAI safety research for each of the past few years    (Tables 2 and 3)  * A chart showing how written TAI safety research output has changed since 2016    (Figure 1).  * A visualization of the degree of collaboration on TAI safety between    different research organizations (Table 4).  * A chart showing how the format of written research varied between    organizations, e.g., manuscripts vs. jou","2020-12-22","2022-01-30 04:48:47","2022-01-30 04:48:47","2021-11-13 14:31:43","","","","","","","","","","","","","","","","","","","","","ZSCC: NoCitationData[s0]  ACC: N/A","","","","UnsortedSafety","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PZ3NUMGN","conferencePaper","2020","Buçinca, Zana; Lin, Phoebe; Gajos, Krzysztof Z.; Glassman, Elena L.","Proxy tasks and subjective measures can be misleading in evaluating explainable AI systems","Proceedings of the 25th International Conference on Intelligent User Interfaces","978-1-4503-7118-6","","10.1145/3377325.3377498","https://doi.org/10.1145/3377325.3377498","Explainable artificially intelligent (XAI) systems form part of sociotechnical systems, e.g., human+AI teams tasked with making decisions. Yet, current XAI systems are rarely evaluated by measuring the performance of human+AI teams on actual decision-making tasks. We conducted two online experiments and one in-person think-aloud study to evaluate two currently common techniques for evaluating XAI systems: (1) using proxy, artificial tasks such as how well humans predict the AI's decision from the given explanations, and (2) using subjective measures of trust and preference as predictors of actual performance. The results of our experiments demonstrate that evaluations with proxy tasks did not predict the results of the evaluations with the actual decision-making tasks. Further, the subjective measures on evaluations with actual decision-making tasks did not predict the objective performance on those same tasks. Our results suggest that by employing misleading evaluation methods, our field may be inadvertently slowing its progress toward developing human+AI teams that can reliably perform better than humans or AIs alone.","2020-03-17","2022-01-30 04:48:47","2022-01-30 04:48:47","2021-11-13","454–464","","","","","","","IUI '20","","","","Association for Computing Machinery","Cagliari, Italy","","","","","","ACM Digital Library","","ZSCC: 0000052","","/Users/jacquesthibodeau/Zotero/storage/AXTMBBWM/Buçinca et al. - 2020 - Proxy tasks and subjective measures can be mislead.pdf","","UnsortedSafety","artificial intelligence; explanations; trust","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4QR28FMI","conferencePaper","2020","McGregor, Sean","Preventing Repeated Real World AI Failures by Cataloging Incidents: The AI Incident Database","arXiv:2011.08512 [cs]","","","","http://arxiv.org/abs/2011.08512","Mature industrial sectors (e.g., aviation) collect their real world failures in incident databases to inform safety improvements. Intelligent systems currently cause real world harms without a collective memory of their failings. As a result, companies repeatedly make the same mistakes in the design, development, and deployment of intelligent systems. A collection of intelligent system failures experienced in the real world (i.e., incidents) is needed to ensure intelligent systems benefit people and society. The AI Incident Database is an incident collection initiated by an industrial/non-profit cooperative to enable AI incident avoidance and mitigation. The database supports a variety of research and development use cases with faceted and full text search on more than 1,000 incident reports archived to date.","2020-11-17","2022-01-30 04:48:47","2022-01-30 04:48:47","2021-11-13 14:28:31","","","","","","","Preventing Repeated Real World AI Failures by Cataloging Incidents","","","","","","","","","","","","arXiv.org","","ZSCC: 0000008  arXiv: 2011.08512","","/Users/jacquesthibodeau/Zotero/storage/T3W45ATE/McGregor - 2020 - Preventing Repeated Real World AI Failures by Cata.pdf","","UnsortedSafety","Computer Science - Computers and Society; Computer Science - Software Engineering; I.2.0; K.4.0; K.4.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Innovative Applications of Artificial Intelligence (IAAI-21)","","","","","","","","","","","","","","",""
"AICDKECS","blogPost","2020","Muehlhauser, Luke","Our AI governance grantmaking so far","Open Philanthropy","","","","https://www.openphilanthropy.org/blog/ai-governance-grantmaking","When the Soviet Union began to fracture in 1991, the world was forced to reckon with the first collapse of a nuclear superpower in history.My thanks to Nathan Calvin for his help researching and drafting these opening paragraphs about the Nunn-Lugar Act. The USSR was home to more than 27,000","2020-12-16","2022-01-30 04:48:47","2022-01-30 04:48:47","2021-11-13 14:33:13","","","","","","","","","","","","","","en","","","","","","","ZSCC: NoCitationData[s1]  ACC: N/A","","","","UnsortedSafety","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K3XMEA86","blogPost","2020","Xu, Mark","The Solomonoff Prior is Malign","","","","","https://www.alignmentforum.org/posts/Tr7tAyt5zZpdTwTQK/the-solomonoff-prior-is-malign","This argument came to my attention from this post by Paul Christiano. I also found this clarification helpful. I found these counter-arguments stimulating and have included some discussion of them. Very little of this content is original. My contributions consist of fleshing out arguments and constructing examples. Thank you to Beth Barnes and Thomas Kwa for helpful discussion and comments. WHAT IS THE SOLOMONOFF PRIOR? The Solomonoff prior is intended to answer the question ""what is the probability of X?"" for any X, where X is a finite string over some finite alphabet. The Solomonoff prior is defined by taking the set of all Turing machines (TMs) which output strings when run with no input and weighting them proportional to2−K, whereKis the description length of the TM (informally its size in bits). The Solomonoff prior says the probability of a string is the sum over all the weights of all TMs that print that string. One reason to care about the Solomonoff prior is that we can use it to do a form of idealized induction. If you have seen 0101 and want to predict the next bit, you can use the Solomonoff prior to get the probability of 01010 and 01011. Normalizing gives you the chances of seeing 1 versus 0, conditioned on seeing 0101. In general, any process that assigns probabilities to all strings in a consistent way can be used to do induction in this way. This post provides more information about Solomonoff Induction. WHY IS IT MALIGN? Imagine that you wrote a programming language called python^10 that works as follows: First, it takes all alpha-numeric chars that are not in literals and checks if they're repeated 10 times sequentially. If they're not, they get deleted. If they are, they get replaced by a single copy. Second, it runs this new program through a python interpreter. Hello world in python^10: ppppppppprrrrrrrrrriiiiiiiiiinnnnnnnnnntttttttttt('Hello, world!') Luckily, python has an exec function that executes literals as code. This lets us w","2020-10-13","2022-01-30 04:48:47","2022-01-30 04:48:47","2021-11-08 23:25:30","","","","","","","","","","","","","","","","","","","","","ZSCC: NoCitationData[s0]  ACC: N/A","","/Users/jacquesthibodeau/Zotero/storage/JSBHRC49/the-solomonoff-prior-is-malign.html","","UnsortedSafety","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZHAC26JP","blogPost","2020","Branwen, Gwern","The Scaling Hypothesis","","","","","https://www.gwern.net/Scaling-hypothesis","On GPT-3: meta-learning, scaling, implications, and deep theory. The scaling hypothesis: neural nets absorb data & compute, generalizing and becoming more Bayesian as problems get harder, manifesting new abilities even at trivial-by-global-standards-scale. The deep learning revolution has begun as foretold.","2020-05-28","2022-01-30 04:48:47","2022-01-30 04:48:47","2021-11-14 18:58:38","","","","","","","","","","","","","","en-us","https://creativecommons.org/publicdomain/zero/1.0/","","","","","","ZSCC: NoCitationData[s0]  ACC: N/A","","/Users/jacquesthibodeau/Zotero/storage/6N626N6Q/Scaling-hypothesis.html","","UnsortedSafety","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5Q2FQC3T","blogPost","2020","Shimi, Adam","The ""Backchaining to Local Search"" Technique in AI Alignment","AI Alignment Forum","","","","https://www.alignmentforum.org/posts/qEjh8rpxjG4qGtfuK/the-backchaining-to-local-search-technique-in-ai-alignment","In the spirit of this post by John S. Wentworth, this is a reference for a technique I learned from Evan Hubinger. He's probably not the first to use it, but he introduced it to me, so he gets the credit. In a single sentence, backchaining to local search is the idea of looking at how a problem of alignment could appear through local search (think gradient descent). So it starts with a certain problem (say reward tampering), and then tries to create a context where the usual training process in ML (local search) could create a system suffering from this problem. It’s an instance of backchaining in general, which just looks for how a problem could appear in practice. Backchaining to local search has two main benefits:  * It helps decide whether this specific problem is something we should worry    about.  * It forces you to consider your problem from a local search perspective,    instead of the more intuitive human/adversarial perspective (how would I mess    this up?). Let's look at a concrete example: reward gaming (also called specification gaming). To be even more concrete, we have a system with a camera and other sensors, and its goal is to maximize the amount of time when my friend Tom smiles, as measured through a loss function that captures whether the camera sees Tom smiling. The obvious (for us) way to do reward gaming here is to put a picture of Tom’s smiling face in front of the camera -- then the loss function is minimized. The backchaining to local search technique applied to this example asks ""How can I get this reward gaming behavior by local search?"" Well this reward gaming strategy is probably a local minima for the loss function (as changing just a little the behavior would increase the loss significantly), so local search could find it and stay in there. It's also better than most simple strategies, as ensuring that someone smiles (not necessarily a good goal, mind you) requires rather complex actions in the world (like going full ""Joker"" on","2020-09-18","2022-01-30 04:48:47","2022-01-30 04:48:47","2021-11-07 22:33:47","","","","","","","","","","","","","","","","","","","","","ZSCC: NoCitationData[s0]  ACC: N/A","","/Users/jacquesthibodeau/Zotero/storage/74AE9R4X/the-backchaining-to-local-search-technique-in-ai-alignment.html","","UnsortedSafety","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AQ9D7WK8","blogPost","2020","Ngo, Richard","Shaping safer goals","AI Alignment Forum","","","","https://www.alignmentforum.org/s/boLPsyNwd6teK5key","A community blog devoted to technical AI alignment research","2020-07-01","2022-01-30 04:48:47","2022-01-30 04:48:47","2021-11-07 22:49:04","","","","","","","","","","","","","","","","","","","","","ZSCC: NoCitationData[s0]  ACC: N/A","","/Users/jacquesthibodeau/Zotero/storage/VCMH6DTH/boLPsyNwd6teK5key.html","","UnsortedSafety","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AXN2R6VV","conferencePaper","2020","Eysenbach, Benjamin; Geng, Xinyang; Levine, Sergey; Salakhutdinov, Ruslan","Rewriting History with Inverse RL: Hindsight Inference for Policy Improvement","arXiv:2002.11089 [cs, stat]","","","","http://arxiv.org/abs/2002.11089","Multi-task reinforcement learning (RL) aims to simultaneously learn policies for solving many tasks. Several prior works have found that relabeling past experience with different reward functions can improve sample efficiency. Relabeling methods typically ask: if, in hindsight, we assume that our experience was optimal for some task, for what task was it optimal? In this paper, we show that hindsight relabeling is inverse RL, an observation that suggests that we can use inverse RL in tandem for RL algorithms to efficiently solve many tasks. We use this idea to generalize goal-relabeling techniques from prior work to arbitrary classes of tasks. Our experiments confirm that relabeling data using inverse RL accelerates learning in general multi-task settings, including goal-reaching, domains with discrete sets of rewards, and those with linear reward functions.","2020-02-25","2022-01-30 04:48:47","2022-01-30 04:48:47","2021-11-07 18:36:46","","","","","","","Rewriting History with Inverse RL","","","","","","","","","","","","arXiv.org","","ZSCC: 0000022  arXiv: 2002.11089","","/Users/jacquesthibodeau/Zotero/storage/BZXT2G8S/Eysenbach et al. - 2020 - Rewriting History with Inverse RL Hindsight Infer.pdf; /Users/jacquesthibodeau/Zotero/storage/WGP4ZA47/2002.html","","UnsortedSafety","Computer Science - Machine Learning; Statistics - Machine Learning; Computer Science - Artificial Intelligence; Computer Science - Robotics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NeurIPS 2020","","","","","","","","","","","","","","",""
"79Z4M7BF","blogPost","2020","Turner, Alex","Non-Obstruction: A Simple Concept Motivating Corrigibility","AI Alignment Forum","","","","https://www.alignmentforum.org/posts/Xts5wm3akbemk4pDa/non-obstruction-a-simple-concept-motivating-corrigibility","Thanks to Mathias Bonde, Tiffany Cai, Ryan Carey, Michael Cohen, Joe Collman, Andrew Critch, Abram Demski, Michael Dennis, Thomas Gilbert, Matthew Graves, Koen Holtman, Evan Hubinger, Victoria Krakovna, Amanda Ngo, Rohin Shah, Adam Shimi, Logan Smith, and Mark Xu for their thoughts. Main claim: corrigibility’s benefits can be mathematically represented as a counterfactual form of alignment. Overview: I’m going to talk about a unified mathematical frame I have for understanding corrigibility’s benefits, what it “is”, and what it isn’t. This frame is precisely understood by graphing the human overseer’s ability to achieve various goals (their attainable utility (AU) landscape). I argue that corrigibility’s benefits are secretly a form of counterfactual alignment (alignment with a set of goals the human may want to pursue). A counterfactually aligned agent doesn't have to let us literally correct it. Rather, this frame theoretically motivates why we might want corrigibility anyways. This frame also motivates other AI alignment subproblems, such as intent alignment, mild optimization, and low impact. NOMENCLATURE Corrigibility goes by a lot of concepts: “not incentivized to stop us from shutting it off”, “wants to account for its own flaws”, “doesn’t take away much power from us”, etc. Named by Robert Miles, the word ‘corrigibility’ means “able to be corrected [by humans]."" I’m going to argue that these are correlates of a key thing we plausibly actually want from the agent design, which seems conceptually simple. In this post, I take the following common-language definitions:  * Corrigibility: the AI literally lets us correct it (modify its policy), and    it doesn't manipulate us either. * Without both of these conditions, the AI's       behavior isn't sufficiently constrained for the concept to be useful.       Being able to correct it is small comfort if it manipulates us into making       the modifications it wants. An AI which is only non-manipulative doesn'","2020","2022-01-30 04:48:46","2022-01-30 04:48:46","2021-11-13 15:28:56","","","","","","","Non-Obstruction","","","","","","","","","","","","","","ZSCC: NoCitationData[s0]  ACC: N/A","","/Users/jacquesthibodeau/Zotero/storage/8IPMHT9D/non-obstruction-a-simple-concept-motivating-corrigibility.html","","UnsortedSafety","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2C8U9GC5","manuscript","2020","Garcez, Artur d'Avila; Lamb, Luis C.","Neurosymbolic AI: The 3rd Wave","","","","","http://arxiv.org/abs/2012.05876","Current advances in Artificial Intelligence (AI) and Machine Learning (ML) have achieved unprecedented impact across research communities and industry. Nevertheless, concerns about trust, safety, interpretability and accountability of AI were raised by influential thinkers. Many have identified the need for well-founded knowledge representation and reasoning to be integrated with deep learning and for sound explainability. Neural-symbolic computing has been an active area of research for many years seeking to bring together robust learning in neural networks with reasoning and explainability via symbolic representations for network models. In this paper, we relate recent and early research results in neurosymbolic AI with the objective of identifying the key ingredients of the next wave of AI systems. We focus on research that integrates in a principled way neural network-based learning with symbolic knowledge representation and logical reasoning. The insights provided by 20 years of neural-symbolic computing are shown to shed new light onto the increasingly prominent role of trust, safety, interpretability and accountability of AI. We also identify promising directions and challenges for the next decade of AI research from the perspective of neural-symbolic systems.","2020-12-16","2022-01-30 04:48:46","2022-01-30 04:48:46","2021-11-13 21:56:59","","","","","","","Neurosymbolic AI","","","","","","","","","","","","arXiv.org","","ZSCC: 0000029  arXiv: 2012.05876","","/Users/jacquesthibodeau/Zotero/storage/4EQI3ZIW/Garcez and Lamb - 2020 - Neurosymbolic AI The 3rd Wave.pdf; /Users/jacquesthibodeau/Zotero/storage/JISGMD7C/2012.html","","UnsortedSafety","Computer Science - Machine Learning; Computer Science - Artificial Intelligence; I.2.4; I.2.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
